Handle;Title;Description;Vendor;Categoria;Tags;Precio;Variant 1;Variant 1 price;Variant 1 Featured Image URL;Variant 2;Variant 2 price;Variant 2 Featured Image URL;Variant 3;Variant 3 price;Variant 3 Featured Image URL;Variant 4;Variant 4 price;Variant 4 Featured Image URL;Variant 5;Variant 5 price;Variant 5 Featured Image URL;Image 1 URL;Image 2 URL;Image 3 URL;Image 4 URL;Image 5 URL;Image 6 URL;Image 7 URL;Image 8 URL;Image 9 URL;Image 10 URL;Option 1;Option 2;Option 3
aceite-cbd-10-premium-hakuna-oil-buenas-nochezzz;Aceite CBD 10% Premium con GABA hakunaOil Buenas Nochezzz;"El aceite de CBD hakunaOil al 10% con GABA es un aceite con 1000mg (10%) de CBD de espectro completo o full spectrum y 10% de GABA. Full Spectrum significa que contiene, además del CBD, otros cannabinoides como CDBV, CBDA, CBG, CBC y terpenos. Juntos desencadenan un efecto séquito que multiplica la acción del CBD. Tarro de 10 ml con 320 gotas aprox. No provoca adicción ni tiene ningún efecto psicoactivo. Sin efectos secundarios.

Valedor del último Premio Nacional de Innovación, Investigación y Ciencia Isaac Peral. La formulación de este aceite es una de las razones por las que la Asociación Europea de Economía y Competitividad ha reconocido con sus galardones nuestro papel a favor del bienestar de la sociedad. Entre sus valores añadidos, están el GABA, el tocoferol (vitamina E) y un método de elaboración que consiste en diluir un destilado de CBD en una base oleosa, para respetar las proporciones del resto de los cannabinoides y obtener un Full Spectrum de máxima riqueza.

Este aceite de CBD ha de almacenarse en un lugar oscuro y fresco. Agitar antes de usar. No recomendado para mujeres embarazadas o lactantes. Mantener fuera del alcance de los niños.

Beneficios. Cada bote de nuestro aceite CBD nace del encomiable esfuerzo de agricultores, formuladores y otros conocedores del mundo natural cuya misión es condensar en una simple sustancia líquida los pilares más esenciales del bienestar. Aceite de CBD vegano, sin lactosa, sin gluten y sin conservantes.

Ingredientes.  Aceite de semilla de cannabis sativa, Caprylic/Capric Triglyceride, aceite de oliva, GABA, extracto de cannabis sativa y CBD.

Sostenibilidad. Producción respetuosa, con Certificado Europeo de Agricultura Ecológica. Ingredientes de origen sostenible y envases ecológicos. Producto fabricado íntegramente en España.";profesorcbd;Aceites de CBD;"Aceite
BlackFriday
Deporte
HakunaOil
Zzz";54,95;Default Title;54,95;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA10_CBD10ml-aceitecbd-001.webp?v=1699961009;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA10_CBD10ml-aceitecbd-002.webp?v=1699961009;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/2.GIF-ACEITE-2-SIN-RECORTE_1.gif?v=1699961009;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA10_CBD10ml-aceitecbd-004.webp?v=1699961009;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/10_FullSpectrumGaba.jpg?v=1705326841;;;;;;Title (Default Title);;
aceite-cbd-5-premium-hakuna-oil-con-gaba;Aceite CBD 5% Premium con GABA hakunaOil Buenas Nochezzz;"El aceite de CBD hakunaOil al 5% CBD Buenas Nochezzz con GABA es un aceite con 500mg (5%) de CBD de espectro completo o full spectrum y 10% de GABA. Full Spectrum significa que contiene, además del CBD, otros cannabinoides como CDBV, CBDA, CBG, CBC y terpenos. Juntos desencadenan un efecto séquito que multiplica la acción del CBD. Tarro de 10 ml con 320 gotas aprox. No provoca adicción ni tiene ningún efecto psicoactivo. Sin efectos secundarios. Este aceite de CBD ha de almacenarse en un lugar oscuro y fresco. Agitar antes de usar. No recomendado para mujeres embarazadas o lactantes. Mantener fuera del alcance de los niños.
 Beneficios. Cada bote de nuestro aceite CBD nace del encomiable esfuerzo de agricultores, formuladores y otros conocedores del mundo natural cuya misión es condensar en una simple sustancia líquida los pilares más esenciales del bienestar. Este aceite es para ti si buscas iniciarte en los aceites de CBD con una dosis discreta para ver cómo responde tu cuerpo (sólo el 5% de CBD). Además, se trata de una de las opciones más económicas. Aceite de CBD vegano, sin lactosa, sin gluten y sin conservantes.
 Ingredientes. Aceite de semilla de cannabis sativa, Caprylic/Capric Triglyceride, aceite de oliva, GABA, extracto de cannabis sativa y CBD.
 Sostenibilidad. Producción respetuosa, con Certificado Europeo de Agricultura Ecológica. Ingredientes de origen sostenible y envases ecológicos. Producto fabricado íntegramente en España.";profesorcbd;Aceites de CBD;"Aceite
BlackFriday
Farmacia
HakunaOil
Oferta
ofertapersonalizada
Zzz";19,95;Default Title;19,95;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA5_CBD10ml-aceitecbd-001.webp?v=1699961026;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA5_CBD10ml-aceitecbd-002.webp?v=1699961026;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA5_CBD10ml-aceitecbd-003.webp?v=1699961026;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteGABA5_CBD10ml-aceitecbd-004.webp?v=1699961026;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/5_FullSpectrumGaba.jpg?v=1705326918;;;;;;Title (Default Title);;
barrica-cbd-tiki-taka;Barrica de CBD La Cordobesa Tiki Taka Genética Clásica - a partir de 250g;"Llegó La Barrica de CBD, el pack de flor más grande hasta la fecha, con los mejores precios de flor premium indoor que encontrarás. Este formato está disponible con la variedad de flor La Cordobesa Tiki Taka, que es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (13%). Durante mucho tiempo, esta flor fue una de nuestras best sellers y favorita de los usuarios. Al cambiarla de genética, muchos nos dijisteis que la echabais de menos, ¡pero eso se acaba de terminar! Elige desde 250g hasta 1kg y consigue los mejores precios de CBD de calidad. Además, podrás fraccionar el pago y pedir que te entreguemos tu flor en varios envíos, así te la guardaremos en las mejores condiciones.
 Las flores de CBD La Cordobesa están catalogados como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
 Beneficios. Te gustará el aroma de esta flor si te gustan las notas refinadas, dulces y sutiles. Su cogollo es especialmente compacto y con muy pocas hojitas. Una delicatessen.
 Sostenibilidad. Todos nuestros cogollos de CBD provienen de cultivos orgánicos de cáñamo industrial ubicados en Extremadura o Andalucía, para apoyar el tejido social y económico más próximo y minimizar el impacto del transporte. Semillas certificadas por la UE.";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa";740;250g;740;;500g;1280;;750g;1800;;1000g;2000;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/La-Cordobesa-TIKI-TAKA-scaled.jpg?v=1683735801;;;;;;;;;;Tamaño (250g, 500g, 750g, 1000g);;
cogollo-de-flor-aromatica-de-cbd-con-10-la-cordobesa-helada;Cogollo de Flor Aromática de CBD con 10% · La Cordobesa Helada Nueva Cosecha;"La Flor de CBD La Cordobesa® Helada es una flor aromática de cáñamo industrial rica en CBD (10%) y con menos de 0,2% de THC. Cogollo reservado a un 57% de humedad. Se trata de una flor recién recogida y muy resinosa y olorosa. Su curación es baja. Se envía en paquetes opacos que no desprenden ningún olor.
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
 Beneficios. La Flor de CBD La Cordobesa® Helada es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (10%). Esta flor destaca por sus notas afrutadas, con sutiles toques a naranja, cereza, vino y cítricos. Técnicas de cultivo sostenibles y de última generación.
 Sostenibilidad. Todas nuestras flores de CBD provienen de cultivos orgánicos de cáñamo industrial ubicados en Extremadura o Andalucía, para apoyar el tejido social y económico más próximo y minimizar el impacto del transporte. Semillas certificadas por la UE.";profesorcbd;Flores de CBD;"equilibrio
FC
Flor
FlorLaCordobesa
focus
laCordobesa";70;2g;14;;5g;29,75;;10g;49;;20g;70;;50g;140;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaHelada-florcbd-001.webp?v=1697528375;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaHelada-florcbd-002.webp?v=1697528375;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaHelada-florcbd-003.webp?v=1697528375;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Watermelon_analitica-scaled.jpg?v=1697528375;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
cbd-vapeador-desechable;Vapeadores Desechables · KamikaCBD;"El vapeador desechable de KamikaCBD es perfecto para quienes quieren iniciarse en el mundo del CBD y, especialmente, en la experiencia de vapeo. Es una única pieza con hasta 600 caladas, una gran variedad de sabores (hasta 5 diferentes) y listo para utilizar. Estos modelos de vaper no necesitan carga de batería (incorpora batería cargada) ni ningún tipo de líquido de relleno (viene con el depósito lleno). Su diseño atractivo y su tamaño compacto convierten a este vaper desechable en un complemento ideal para llevar siempre contigo. 0% THC. El vape desechable es también conocido como cigarrillo electrónico. Te ayudamos a abandonar el cigarrillo tradicional o vaper con nicotina con esta amplia gama de vapes desechables de alta calidad. Apuesta por un vapeo sin complicaciones con nuestros vapers desechables. La opción perfecta para los que no tienen ni tiempo ni ganas de manipular el cigarrillo electrónico cada vez que se agota. Alta calidad. 
Si te gustan los sabores dulces o sabores afrutados, te recomendamos el vaper desechable de Berry Ice o Red Berries. 
Dimensiones del vaper desechable: 105mmx16mmBatería: 400 mAhCapacidad: 2 mlTHC: 0%Ausencia de nicotina: 0%
Amplia variedad de aromas: vape desechable de Berry Ice, Gorilla Glue, Mango, Mashmallow y Red Berries. Su gama de sabores recoge las preferencias olfativas y aromáticas de la mayoría de nuestros clientes. 
Cómo se usa. Abre el dispositivo de vapeo, usa, disfruta, tira y repite. Más sencillo, imposible. Una excelente opción para quienes no quieren complicarse. 
Beneficios. La gran ventaja de este vaper desechable es la comodidad y su precio barato. Los pods desechables de CBD de KamikaCBD caben perfectamente en un bolsillo gracias a su diseño compacto. Son ligeros y portátiles. Además, vienen con la batería incorporada, que aguantará toda la vida útil del vaporizador sin necesidad de recargarla. Una vez agotado, no tienes que aprender a recambiar ningún líquido: el pod se tira a la basura. Ideal para los fans de la experiencia del vapeo que buscan opciones sin nicotina. La variedad de sabores es otro de los puntos fuertes del vape desechable de KamikaCBD, así como su precio barato. Es una alternativa económica a dispositivos de vapeo más más sofisticados, como el vaporizador de CBD. 
Es importante tener en cuenta que los efectos del CBD pueden variar según la persona y la dosis utilizada. Además, su efectividad está condicionada por la elección de un producto de alta calidad. Elige siempre una tienda de vapeo de prestigio y productos de CBD cultivados con semillas certificadas por la UE y de cultivo orgánico (libre de sustancias tóxicas y productos químicos): busca altos estándares de calidad. Producto no apto para mujeres embarazadas.
Ingredientes. CBD, propilenglicol, glicerina vegetal y aroma. Los propios de las marcas de pods de calidad. 
Sostenibilidad. Cigarrillos electrónicos con tecnología de combustión limpia, diseño antifugas, batería de bajo consumo… Los fabricantes de pods desechables de CBD se han puesto las pilas con la tecnología avanzada para que este formato sea la opción más ecológica a pesar de ser de un solo uso. ¡Y lo han conseguido! ProfesorCBD aplica todas estas optimizaciones a los pods desechables de KamikaCBD, que se encuentra entre las mejores marcas de cigarrillos electrónicos del mercado.";profesorcbd;Vapeadores;"equilibrio
focus
KamikaCBD
KamikaCBD x Iguana Smoke
Oferta
ofertapersonalizada
Vapeadores
Zzz";9,95;Berry Ice;9,95;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDBerryIce-eliquidcbd-002.webp?v=1698336974;Gorila Glue;9,95;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDGorillaGlue-eliquidcbd-005.webp?v=1698336973;Mango;9,95;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMango-eliquidcbd-004.webp?v=1698336973;Marshmallow;9,95;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMarshmallow-eliquidcbd-001.webp?v=1698336974;Red berries;9,95;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDRedBerries-eliquidcbd-003.webp?v=1698336974;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDBerryIce-eliquidcbd-002.webp?v=1698336974;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDGorillaGlue-eliquidcbd-005.webp?v=1698336973;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMango-eliquidcbd-004.webp?v=1698336973;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDMarshmallow-eliquidcbd-001.webp?v=1698336974;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PodDesechableKamikaCBDRedBerries-eliquidcbd-003.webp?v=1698336974;;;;;;Sabor (Berry Ice, Gorila Glue, Mango, Marshmallow, Red berries);;
charas-de-canamo-isoladas-con-2035-de-cbd-y-0-de-thc-la-cordobesa-hash;Charas de Cáñamo con 20,35% de CBD y 0% de THC · La Cordobesa hash;"Este Charas de Cáñamo es la primera de nuestras resinas con exactamente un 0% de THC. Confeccionada a mano, de plantas vivas durante el periodo de floración y cuidadosamente seleccionadas. Sólo se admiten cogollos extraordinariamente lustrosos. Tiene un porcentaje de CBD más elevado que el resto de las resinas de su familia: 20,35%. Semilla feminizada. Carece de efectos psicoactivos. Los paquetes son opacos y no desprenden ningún olor.
 Las resinas de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
 Beneficios. La versión definitiva de nuestras Charas OG Kush. Mientras que el resto de los charas desprenden un aroma definido por sus terpenos, el de este charas es 100% natural (resina no terpenada). La historia del Charas de Cáñamo con 20,35% de CBD es la de los monjes budistas en la cuenca del Himalaya, donde aún se cultiva y sostiene a muchos pueblos. Según la mitología, este hachís fue creado por el dios Shiva para aliviar su desamor.
 Sostenibilidad. Todas nuestras resinas de CBD provienen de cultivos orgánicos de cáñamo industrial ubicados en Extremadura o Andalucía, para apoyar el tejido social y económico más próximo y minimizar el impacto del transporte. Semillas certificadas por la UE.";profesorcbd;Flores de CBD;"equilibrio
Flor
focus
La Cordobesa Hash
Oferta
ofertapersonalizada
ResinaLaCordobesa
Resinas";64;2g;18;;5g;30;;10g;54;;20g;64;;40g;140,4;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/CharasLaCordobesa0_THC-florcbd-001.webp?v=1697528040;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/CharasLaCordobesa0_THC-florcbd-002.webp?v=1697528040;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/CharasLaCordobesa0_THC-florcbd-003.webp?v=1697528040;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/RESINAISOLADA.jpg?v=1697528040;;;;;;;Cantidad (2g, 5g, 10g, 20g, 40g, 50g);;
pack-cogollos-pequenos-de-flor-15g-la-cordobesa;Pack Cogollos Pequeños de Flor La Cordobesa;"Los Cogollos Pequeños de Flor de CBD (o cogollos popcorn) son un nuevo formato ideado para que todos, independientemente de su capacidad económica, puedan disfrutar de los beneficios de nuestras variedades de cogollos. Los cogollos pequeños suelen provenir de la parte baja de la planta y, por razones genéticas o ambientales, han crecido menos de lo habitual. Antes el riesgo de una leve merma de cannabinoides en las flores pequeñas, en ProfesorCBD las ofrecemos a un precio reducido: sin embargo, en la mayoría de las ocasiones estos igualan la potencia y aroma de sus homólogas de mayor tamaño. Envío discreto en paquetes opacos que no desprenden ningún olor.
La calidad de nuestros productos es una prioridad. Cada flor de CBD pasa por rigurosas pruebas de laboratorio para asegurar que está libre de efectos psicoactivos, manteniendo altos niveles de CBD. Las flores de cáñamo y cannabis que seleccionamos provienen de plantas de cannabis cultivadas bajo condiciones ideales, garantizando un producto de cannabis legal y seguro. Los Cogollos Pequeños La Cordobesa se encuentran entre los mejores productos del mercado. 
Beneficios. Los propios de la variedad de flor que elijas para tu Pack Cogollos Pequeños. Nuestras variedades de cogollos de tamaño reducido más populares son:
La Cordobesa Navideña. Aroma suave, con notas a fresa y melocotón, genética California Haze, 7% CBD.
La Cordobesa Harlequín. Genética Harlequín, aroma floral y cítrico, 5,17% CBD.
La Cordobesa Cheese OG. Nuestra joya de la corona en cogollos pequeños, cultivo indoor, 16,45% CBD, genética Cheese, con aroma a queso y fondo terroso. Nada que envidiar a los cogollos normales. 
Sostenibilidad. Nuestras flores de CBD están cultivadas sin pesticidas, ni metales pesados, ni fertilizantes de ningún tipo, ya que proceden de un cultivo orgánico y ecológico. En ProfesorCBD, el cultivo orgánico es esencial. Nuestras técnicas de cultivo indoor y al aire libre garantizan pequeños cogollos de la planta de cáñamo que crecen en condiciones óptimas. Al evitar el uso de productos químicos y optar por métodos ecológicos, aseguramos la calidad del producto y un impacto ambiental mínimo dentro del marco legislador de la Unión Europea.
Nuestro espacio de cultivo está, además, meticulosamente diseñado para maximizar la eficiencia y la calidad. Utilizamos una fuente de luz específica para cada fase vegetativa y de floración, lo que resulta en cogollos densos y cogollos de flores de alta concentración. La humedad relativa y las condiciones climáticas son controladas para simular el entorno natural ideal de la planta de cannabis sativa.
Otras preguntas frecuentes sobre nuestros productos de CBD o flores de cannabis. 


¿Los cogollos de CBD tienen efectos psicoactivos? No, nuestros cogollos de cannabis contienen bajos niveles del componente psicoactivo THC. En su lugar, ofrecen beneficios sin los efectos secundarios asociados. No son cogollos de marihuana. 


¿Cómo garantizáis la calidad de los cogollos pequeños? Realizamos análisis de laboratorio exhaustivos en cada lote. Esto asegura que nuestros cogollos legales y maduros, desde los cogollos gordos hasta las flores diminutas, cumplan con los estándares más altos.


¿Qué hace singulares a los mini buds de CBD de ProfesorCBD? Nuestra dedicación al cultivo ecológico y las prácticas de cultivo avanzadas resultan en un producto único. Los cogollos compactos que ofrecemos son una experiencia única por su aroma y beneficios. 


 ";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
Low cost
Oferta
ofertapersonalizada
Packs
vitalidad
Zzz";91;10g / La Cordobesa Cookie Diesel;22;;10g / La Cordobesa Tradicional;22;;10g / La Cordobesa Cheese OG;22;;10g / La Cordobesa Harlequin;22;;10g / La Cordobesa Navideña;22;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackCogollosPequenos.jpg?v=1700051815;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackCogollosPequenos.webp?v=1700051815;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/image_20.png?v=1707816768;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PACKCOGOLLOSPEQUENOSHELADA_1.jpg?v=1707816769;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/image_21.png?v=1707816768;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackCogollosPequenos-TIKITAKA_1.jpg?v=1707816768;;;;;Tamaño (10g, 15g, 30g, 50g, 90g, 100g);Variedad de la Flor (La Cordobesa Cookie Diesel, La Cordobesa Tradicional, La Cordobesa Cheese OG, La Cordobesa Harlequin, La Cordobesa Navideña, La Cordobesa Mix Indoor);
pack-master-completo-en-cbd-flores-y-resinas-de-cbd-la-cordobesa;Pack Máster Completo en CBD | Flores y Resinas de CBD La Cordobesa;"Pack de 18g compuesto por muestras de 1g de todas nuestras flores y resinas de cáñamo de La Cordobesa. Consigue la experiencia completa de ProfesorCBD en un solo pack, ¡prepárate para un curso intensivo!
 • La Cordobesa (16,49% de CBD). • La Cordobesa Naranjita (12% de CBD). • La Cordobesa Helada (10% de CBD). • La Cordobesa Atleta (15,17% de CBD). • La Cordobesa Legal (13% de CBD). • La Cordobesa Limonera (13,46% de CBD). • La Cordobesa Navideña (5,7% de CBG). • La Cordobesa CBG (8% de CBG). • La Cordobesa Candy Kush (18,81% de CBD). • La Cordobesa Súper Limonera (23,58% de CBD). • La Cordobesa Amnesia Haze (22,20% de CBD). • La Cordobesa Tiki Taka (13% de CBD). • La Cordobesa Vikinga (16,30% de CBD). • La Cordobesa Culé (14,12% de CBD). • La Cordobesa Colchonera (5,17% de CBD). • Hachís aromático La Cordobesa Hash (9,5% de CBD). • Charas OG Kush La Cordobesa Hash (14,72% de CBD). • Charas Lemon Haze La Cordobesa Hash (14,72 de CBD).
 Todas nuestras variedades tienen menos del 0,2% de THC. Envío discreto en paquetes opacos que no desprenden ningún olor.
 Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano. 
 Beneficios.

Sobre de Flor de CBD La Cordobesa. Amaderada y contundente. La original que nunca falla.
Sobre de Flor de CBD La Cordobesa Naranjita. Cítrica y dulce. De fácil adopción y suave.
Sobre de Flor de CBD La Cordobesa Helada. Altamente resinosa. Una bocanada de aire fresco.
Sobre de Flor de CBD La Cordobesa Atleta. Olorosa y compacta.
Sobre de Flor de CBD La Cordobesa Legal. Amaderada. Compacta y bien cuidada.
Sobre de Flor de CBD La Cordobesa Limonera. Fuerte y cítrica. Dulzura y fuerza en la misma flor.
Sobre de Flor de CBD La Cordobesa Cannabigerol. Nuestra flor original de CBG. Presentación insuperable.
Sobre de Flor de CBD La Cordobesa Navideña. Flor de CBG con un toque festivo. Suave y casual.
Sobre de Flor de CBD La Cordobesa Candy Kush. Dulce y especiada. Garantía de potencia.
Sobre de Flor de CBD La Cordobesa Súper Limonera. Espectacular aroma cítrico. Cogollo ultracompacto.
Sobre de Flor de CBD La Cordobesa Amnesia Haze. Toques cítricos, dulces y amaderados. Rica en tricomas y pistilos.
Sobre de Flor de CBD La Cordobesa Tiki Taka. Aroma a madera. Suave sin dejar de ser embriagadora.
Sobre de Flor de CBD La Cordobesa Vikinga. Aroma afrutado y cogollos densos y grandes.
Sobre de Flor de CBD La Cordobesa Culé. Dulce y fresco. Cogollos altamente resinosos.
Sobre de Flor de CBD La Cordobesa Colchonera. Aroma terrenoso. Nuestra famosa entrega de Harlequin, pero suave.
Envase de Hash La Cordobesa Hash. Pureza y potencia en formato hash. Aroma a tierra.
Envase de Charas OG Kush La Cordobesa Hash. Producto artesanal con fuerte concentración de CBD.
Envase de Charas Lemon Haze La Cordobesa Hash. La dureza de nuestras charas, acompañada de un aroma cítrico y dulce.

 Sostenibilidad. Nuestras flores de CBD están cultivadas sin pesticidas, ni metales, ni fertilizantes de ningún tipo, ya que proceden de un cultivo orgánico y ecológico.";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
packs
vitalidad
Zzz";145;Default Title;145;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackMasterCompleto.webp?v=1697529625;;;;;;;;;;Title (Default Title);;
pack-master-en-hash-cbd-resinas-de-cbd-la-cordobesa;Pack Máster en Hash CBD | Resinas de CBD La Cordobesa;El Pack Máster en Hash de CBD incluye 3g de cada una de nuestras variedades de resina de CBD. • Hachís aromático La Cordobesa Hash (9,5% de CBD). • Charas OG Kush La Cordobesa Hash (14,72% de CBD). • Charas 0% THC La Cordobesa Hash (20,35% de CBD). Todas nuestras variedades tienen menos del 0,2% de THC. Envío discreto en paquetes opacos que no desprenden ningún olor. Las resinas de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.  Beneficios Envase de Hash La Cordobesa Hash. Pureza y potencia en formato hash. Aroma a tierra. Envase de Charas OG Kush La Cordobesa Hash. Producto artesanal con fuerte concentración de CBD. Envase de Charas 0% THC La Cordobesa Hash. La dureza de nuestras charas en su fórmula aislada (0% THC). Sostenibilidad. Todas nuestras resinas de CBD provienen de cultivos orgánicos de cáñamo industrial ubicados en Extremadura o Andalucía, para apoyar el tejido social y económico más próximo y minimizar el impacto del transporte. Semillas certificadas por la UE.;profesorcbd;Flores de CBD;"equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
packs";81;Default Title;81;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackMasterenHashPrincipal.webp?v=1697529689;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/RESINA-3_4f0e08b0-b99a-4070-8964-460d9e2d0f7c.jpg?v=1697529689;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/RESINA-18.jpg?v=1697529689;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/RESINA-20.jpg?v=1697529689;;;;;;;Title (Default Title);;
pack-master-en-flor-cbd-flores-de-cbd-la-cordobesa;Pack Máster en Flor CBD | Flores de CBD La Cordobesa;"Pack de 15g compuesto por muestras de 1g de todas nuestras flores La Cordobesa, desde las buenas hasta las mejores: • La Cordobesa Tradicional (16,49% de CBD). • La Cordobesa Naranjita (12% de CBD). • La Cordobesa Helada (10% de CBD). • La Cordobesa Atleta (15,17% de CBD). • La Cordobesa Legal (13% de CBD). • La Cordobesa Limonera (13,46% de CBD). • La Cordobesa Salvaje (19,46% de CBG). • La Cordobesa CBG (8% de CBG). • La Cordobesa Candy Kush (18,81% de CBD). • La Cordobesa Súper Limonera (23,58% de CBD). • La Cordobesa Amnesia Haze (22,20% de CBD). • La Cordobesa Tiki Taka (13% de CBD). • La Cordobesa Vikinga (16,30% de CBD). • La Cordobesa Culé (14,12% de CBD). • La Cordobesa Colchonera (5,17% de CBD). Todas nuestras variedades tienen menos del 0,2% de THC. Envío discreto en paquetes opacos que no desprenden ningún olor.
 Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
 Beneficios Sobre de Flor de CBD La Cordobesa Tradicional. Amaderada y contundente. La original que nunca falla. Sobre de Flor de CBD La Cordobesa Naranjita. Cítrica y dulce. De fácil adopción y suave. Sobre de Flor de CBD La Cordobesa Helada. Altamente resinosa. Una bocanada de aire fresco. Sobre de Flor de CBD La Cordobesa Atleta. Olorosa y compacta. Sobre de Flor de CBD La Cordobesa Legal. Amaderada. Compacta y bien cuidada. Sobre de Flor de CBD La Cordobesa Limonera. Fuerte y cítrica. Dulzura y fuerza en la misma flor. Sobre de Flor de CBD La Cordobesa Cannabigerol. Nuestra flor original de CBG. Presentación insuperable. Sobre de Flor de CBD La Cordobesa Navideña. Flor de CBG con un toque festivo. Suave y casual. Sobre de Flor de CBD La Cordobesa Candy Kush. Dulce y especiada. Garantía de potencia. Sobre de Flor de CBD La Cordobesa Súper Limonera. Espectacular aroma cítrico. Cogollo ultracompacto. Sobre de Flor de CBD La Cordobesa Amnesia Haze. Toques cítricos, dulces y amaderados. Rica en tricomas y pistilos. Sobre de Flor de CBD La Cordobesa Tiki Taka. Aroma a madera. Suave sin dejar de ser embriagadora. Sobre de Flor de CBD La Cordobesa Vikinga. Aroma afrutado y cogollos densos y grandes. Sobre de Flor de CBD La Cordobesa Culé. Dulce y fresco. Cogollos altamente resinosos. Sobre de Flor de CBD La Cordobesa Colchonera. Aroma terrenoso. Nuestra famosa entrega de Harlequin, pero suave. Sostenibilidad. Nuestras flores de CBD están cultivadas sin pesticidas, ni metales, ni fertilizantes de ningún tipo, ya que proceden de un cultivo orgánico y ecológico.";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
packs
vitalidad
Zzz";117;Default Title;117;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/PACK-MASTER-EN-FLORES-COGOLLOS-1.jpg?v=1697609476;;;;;;;;;;Title (Default Title);;
